year,city,region,city_tier,population_approx,median_salary_gross_gbp_monthly,median_salary_net_gbp_monthly,median_salary_gross_gbp_annual,national_median_gross_gbp_monthly,national_median_gross_gbp_annual,national_min_wage_gbp_monthly,national_nlw_hourly_gbp,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_gbp,rent_1br_outside_center_gbp,meal_cheap_restaurant_gbp,groceries_monthly_gbp,public_transport_monthly_gbp,est_monthly_cost_single_gbp,affordability_ratio,rent_to_income_pct,data_source
2016,Dundee,Scotland,city_medium,148000,2278,1652,27336,2350,28195,1248,7.2,0.969,0.7,58.3,640,513,9,203,53,1024,1.61,22.5,ons_modeled
2017,Dundee,Scotland,city_medium,148000,2436,1766,29232,2413,28954,1300,7.5,1.01,2.7,58.5,688,544,9,201,54,1056,1.67,22.3,ons_modeled
2018,Dundee,Scotland,city_medium,148000,2414,1750,28968,2463,29559,1357,7.83,0.98,2.5,59.6,702,562,9,211,56,1088,1.61,23.3,ons_modeled
2019,Dundee,Scotland,city_medium,148000,2483,1800,29796,2532,30378,1423,8.21,0.981,1.7,59.4,669,571,10,212,60,1124,1.6,23.0,ons_modeled
2020,Dundee,Scotland,city_medium,148000,2700,1958,32400,2622,31461,1511,8.72,1.03,0.9,60.0,677,569,9,213,58,1101,1.78,21.1,ons_modeled
2021,Dundee,Scotland,city_medium,148000,2739,1986,32868,2648,31772,1544,8.91,1.034,2.5,59.7,697,553,10,222,58,1116,1.78,20.2,ons_modeled
2022,Dundee,Scotland,city_medium,148000,2725,1976,32700,2750,33000,1647,9.5,0.991,9.1,60.2,790,616,11,250,67,1244,1.59,22.6,ons_modeled
2023,Dundee,Scotland,city_medium,148000,3041,2205,36492,2914,34963,1806,10.42,1.044,7.3,60.8,867,677,11,250,70,1314,1.68,22.3,ons_modeled
2024,Dundee,Scotland,city_medium,148000,3114,2258,37368,3119,37430,1983,11.44,0.998,2.6,59.7,808,687,12,262,74,1363,1.66,22.1,ons_modeled
2010,Inverness,Scotland,city_small,48000,2057,1491,24684,2157,25879,1028,5.93,0.954,3.3,51.1,489,389,7,169,41,806,1.85,18.9,ons_modeled
2011,Inverness,Scotland,city_small,48000,1988,1441,23856,2183,26200,1054,6.08,0.911,4.5,50.9,516,435,8,177,43,885,1.63,21.9,ons_modeled
2012,Inverness,Scotland,city_small,48000,2113,1532,25356,2208,26500,1073,6.19,0.957,2.8,50.9,518,429,8,178,42,881,1.74,20.3,ons_modeled
2013,Inverness,Scotland,city_small,48000,2049,1486,24588,2250,27000,1094,6.31,0.911,2.6,50.9,571,440,8,176,45,894,1.66,21.5,ons_modeled
2014,Inverness,Scotland,city_small,48000,2070,1501,24840,2267,27200,1127,6.5,0.913,1.5,51.6,554,450,8,185,44,914,1.64,21.7,ons_modeled
2015,Inverness,Scotland,city_small,48000,2148,1557,25776,2304,27645,1161,6.7,0.932,0.1,51.0,541,463,8,178,45,921,1.69,21.6,ons_modeled
2016,Inverness,Scotland,city_small,48000,2149,1558,25788,2350,28195,1248,7.2,0.914,0.7,51.6,578,432,8,186,44,897,1.74,20.1,ons_modeled
2017,Inverness,Scotland,city_small,48000,2337,1694,28044,2413,28954,1300,7.5,0.969,2.7,52.1,574,481,8,186,48,952,1.78,20.6,ons_modeled
2018,Inverness,Scotland,city_small,48000,2397,1738,28764,2463,29559,1357,7.83,0.973,2.5,51.3,592,481,8,187,47,954,1.82,20.1,ons_modeled
2019,Inverness,Scotland,city_small,48000,2375,1722,28500,2532,30378,1423,8.21,0.938,1.7,52.4,595,500,9,192,47,1000,1.72,21.1,ons_modeled
2020,Inverness,Scotland,city_small,48000,2450,1776,29400,2622,31461,1511,8.72,0.934,0.9,51.7,593,493,9,201,47,1002,1.77,20.1,ons_modeled
2021,Inverness,Scotland,city_small,48000,2562,1857,30744,2648,31772,1544,8.91,0.968,2.5,53.0,623,478,9,205,52,998,1.86,18.7,ons_modeled
2022,Inverness,Scotland,city_small,48000,2683,1945,32196,2750,33000,1647,9.5,0.976,9.1,53.2,680,570,10,229,56,1146,1.7,21.2,ons_modeled
2023,Inverness,Scotland,city_small,48000,2701,1958,32412,2914,34963,1806,10.42,0.927,7.3,52.2,735,579,10,231,61,1168,1.68,21.4,ons_modeled
2024,Inverness,Scotland,city_small,48000,2978,2159,35736,3119,37430,1983,11.44,0.955,2.6,53.0,735,574,11,236,60,1190,1.81,19.3,ons_modeled
2010,Perth,Scotland,city_small,52000,2038,1478,24456,2157,25879,1028,5.93,0.945,3.3,50.2,494,400,8,166,39,832,1.78,19.6,ons_modeled
2011,Perth,Scotland,city_small,52000,2055,1490,24660,2183,26200,1054,6.08,0.941,4.5,50.4,530,422,8,175,40,867,1.72,20.5,ons_modeled
2012,Perth,Scotland,city_small,52000,2008,1456,24096,2208,26500,1073,6.19,0.909,2.8,50.9,544,446,8,179,45,902,1.61,22.2,ons_modeled
2013,Perth,Scotland,city_small,52000,2084,1511,25008,2250,27000,1094,6.31,0.926,2.6,51.1,525,460,8,185,44,922,1.64,22.1,ons_modeled
2014,Perth,Scotland,city_small,52000,2138,1550,25656,2267,27200,1127,6.5,0.943,1.5,50.5,555,432,8,177,46,890,1.74,20.2,ons_modeled
2015,Perth,Scotland,city_small,52000,2150,1559,25800,2304,27645,1161,6.7,0.933,0.1,51.8,557,444,8,188,44,911,1.71,20.7,ons_modeled
2016,Perth,Scotland,city_small,52000,2157,1564,25884,2350,28195,1248,7.2,0.918,0.7,52.1,554,440,8,184,45,904,1.73,20.4,ons_modeled
2017,Perth,Scotland,city_small,52000,2206,1599,26472,2413,28954,1300,7.5,0.914,2.7,51.4,560,445,8,197,46,925,1.73,20.2,ons_modeled
2018,Perth,Scotland,city_small,52000,2300,1668,27600,2463,29559,1357,7.83,0.934,2.5,51.6,603,478,9,189,49,975,1.71,20.8,ons_modeled
2019,Perth,Scotland,city_small,52000,2371,1719,28452,2532,30378,1423,8.21,0.936,1.7,52.8,629,478,8,194,49,962,1.79,20.2,ons_modeled
2020,Perth,Scotland,city_small,52000,2572,1865,30864,2622,31461,1511,8.72,0.981,0.9,52.3,608,499,9,206,49,1015,1.84,19.4,ons_modeled
2021,Perth,Scotland,city_small,52000,2529,1834,30348,2648,31772,1544,8.91,0.955,2.5,52.4,642,524,10,199,50,1056,1.74,20.7,ons_modeled
2022,Perth,Scotland,city_small,52000,2570,1863,30840,2750,33000,1647,9.5,0.935,9.1,52.7,650,531,10,221,56,1099,1.7,20.7,ons_modeled
2023,Perth,Scotland,city_small,52000,2879,2087,34548,2914,34963,1806,10.42,0.988,7.3,53.4,729,579,11,236,61,1193,1.75,20.1,ons_modeled
2024,Perth,Scotland,city_small,52000,3044,2207,36528,3119,37430,1983,11.44,0.976,2.6,53.2,775,587,11,252,62,1221,1.81,19.3,ons_modeled
2010,Stirling,Scotland,city_small,35000,2030,1472,24360,2157,25879,1028,5.93,0.941,3.3,50.6,487,406,8,169,41,843,1.75,20.0,ons_modeled
2011,Stirling,Scotland,city_small,35000,1994,1446,23928,2183,26200,1054,6.08,0.913,4.5,51.0,547,410,8,176,41,857,1.69,20.6,ons_modeled
2012,Stirling,Scotland,city_small,35000,1992,1444,23904,2208,26500,1073,6.19,0.902,2.8,51.5,555,435,7,172,44,863,1.67,21.8,ons_modeled
2013,Stirling,Scotland,city_small,35000,2114,1533,25368,2250,27000,1094,6.31,0.94,2.6,51.0,551,428,8,187,42,890,1.72,20.2,ons_modeled
2014,Stirling,Scotland,city_small,35000,2198,1594,26376,2267,27200,1127,6.5,0.97,1.5,50.6,546,449,8,176,46,906,1.76,20.4,ons_modeled
2015,Stirling,Scotland,city_small,35000,2149,1558,25788,2304,27645,1161,6.7,0.933,0.1,51.5,575,447,8,187,46,915,1.7,20.8,ons_modeled
2016,Stirling,Scotland,city_small,35000,2181,1581,26172,2350,28195,1248,7.2,0.928,0.7,51.3,548,445,8,184,45,909,1.74,20.4,ons_modeled
2017,Stirling,Scotland,city_small,35000,2210,1602,26520,2413,28954,1300,7.5,0.916,2.7,51.9,572,443,9,183,45,928,1.73,20.0,ons_modeled
2018,Stirling,Scotland,city_small,35000,2253,1633,27036,2463,29559,1357,7.83,0.915,2.5,51.8,619,459,9,198,47,963,1.7,20.4,ons_modeled
2019,Stirling,Scotland,city_small,35000,2376,1723,28512,2532,30378,1423,8.21,0.938,1.7,52.5,609,481,9,196,48,986,1.75,20.2,ons_modeled
2020,Stirling,Scotland,city_small,35000,2475,1794,29700,2622,31461,1511,8.72,0.944,0.9,51.8,605,495,9,204,50,1010,1.78,20.0,ons_modeled
2021,Stirling,Scotland,city_small,35000,2515,1823,30180,2648,31772,1544,8.91,0.95,2.5,52.6,608,508,9,212,52,1035,1.76,20.2,ons_modeled
2022,Stirling,Scotland,city_small,35000,2588,1876,31056,2750,33000,1647,9.5,0.941,9.1,52.7,651,527,10,230,54,1102,1.7,20.4,ons_modeled
2023,Stirling,Scotland,city_small,35000,2818,2043,33816,2914,34963,1806,10.42,0.967,7.3,53.3,703,598,10,235,61,1191,1.72,21.2,ons_modeled
2024,Stirling,Scotland,city_small,35000,3051,2212,36612,3119,37430,1983,11.44,0.978,2.6,52.7,774,576,11,249,60,1205,1.84,18.9,ons_modeled
2010,Livingston,Scotland,city_small,56000,2013,1459,24156,2157,25879,1028,5.93,0.933,3.3,50.5,514,393,7,160,40,800,1.82,19.5,ons_modeled
2011,Livingston,Scotland,city_small,56000,2060,1494,24720,2183,26200,1054,6.08,0.944,4.5,50.1,513,403,7,165,41,819,1.82,19.6,ons_modeled
2012,Livingston,Scotland,city_small,56000,2037,1477,24444,2208,26500,1073,6.19,0.923,2.8,50.5,522,438,8,174,43,887,1.67,21.5,ons_modeled
2013,Livingston,Scotland,city_small,56000,2120,1537,25440,2250,27000,1094,6.31,0.942,2.6,50.9,546,437,8,177,45,892,1.72,20.6,ons_modeled
2014,Livingston,Scotland,city_small,56000,2124,1540,25488,2267,27200,1127,6.5,0.937,1.5,50.6,547,444,9,187,46,932,1.65,20.9,ons_modeled
2015,Livingston,Scotland,city_small,56000,2108,1528,25296,2304,27645,1161,6.7,0.915,0.1,52.1,566,438,8,180,46,899,1.7,20.8,ons_modeled
2016,Livingston,Scotland,city_small,56000,2158,1565,25896,2350,28195,1248,7.2,0.918,0.7,52.0,573,441,8,184,44,904,1.73,20.4,ons_modeled
2017,Livingston,Scotland,city_small,56000,2343,1699,28116,2413,28954,1300,7.5,0.971,2.7,51.7,585,472,9,185,45,959,1.77,20.1,ons_modeled
2018,Livingston,Scotland,city_small,56000,2326,1686,27912,2463,29559,1357,7.83,0.944,2.5,51.6,618,478,9,201,46,984,1.71,20.6,ons_modeled
2019,Livingston,Scotland,city_small,56000,2401,1741,28812,2532,30378,1423,8.21,0.948,1.7,52.0,576,480,9,194,48,983,1.77,20.0,ons_modeled
2020,Livingston,Scotland,city_small,56000,2577,1868,30924,2622,31461,1511,8.72,0.983,0.9,52.3,591,496,9,206,49,1012,1.85,19.2,ons_modeled
2021,Livingston,Scotland,city_small,56000,2548,1847,30576,2648,31772,1544,8.91,0.962,2.5,52.2,610,504,9,205,49,1021,1.81,19.8,ons_modeled
2022,Livingston,Scotland,city_small,56000,2587,1876,31044,2750,33000,1647,9.5,0.941,9.1,52.2,660,547,10,223,53,1114,1.68,21.1,ons_modeled
2023,Livingston,Scotland,city_small,56000,2799,2029,33588,2914,34963,1806,10.42,0.961,7.3,53.5,702,613,11,236,57,1223,1.66,21.9,ons_modeled
2024,Livingston,Scotland,city_small,56000,3083,2235,36996,3119,37430,1983,11.44,0.988,2.6,52.4,751,619,11,242,61,1242,1.8,20.1,ons_modeled
2010,Cardiff,Wales,city_large,362000,1949,1413,23388,2157,25879,1028,5.93,0.904,3.3,63.0,752,585,9,188,56,1076,1.31,30.0,numbeo
2011,Cardiff,Wales,city_large,362000,1909,1384,22908,2183,26200,1054,6.08,0.874,4.5,63.2,793,605,9,205,58,1118,1.24,31.7,numbeo
2012,Cardiff,Wales,city_large,362000,1898,1376,22776,2208,26500,1073,6.19,0.86,2.8,62.3,778,632,9,205,60,1149,1.2,33.3,numbeo
2013,Cardiff,Wales,city_large,362000,2015,1461,24180,2250,27000,1094,6.31,0.896,2.6,62.4,770,622,10,220,62,1177,1.24,30.9,numbeo
2014,Cardiff,Wales,city_large,362000,1998,1449,23976,2267,27200,1127,6.5,0.881,1.5,63.3,828,662,9,219,61,1197,1.21,33.1,numbeo
2015,Cardiff,Wales,city_large,362000,2104,1525,25248,2304,27645,1161,6.7,0.913,0.1,62.7,851,608,10,215,64,1162,1.31,28.9,numbeo
2016,Cardiff,Wales,city_large,362000,2036,1476,24432,2350,28195,1248,7.2,0.866,0.7,63.8,850,629,9,223,64,1171,1.26,30.9,numbeo
2017,Cardiff,Wales,city_large,362000,2162,1567,25944,2413,28954,1300,7.5,0.896,2.7,63.8,812,630,10,223,66,1196,1.31,29.1,numbeo
2018,Cardiff,Wales,city_large,362000,2262,1640,27144,2463,29559,1357,7.83,0.918,2.5,63.8,831,682,10,226,67,1254,1.31,30.2,numbeo
2019,Cardiff,Wales,city_large,362000,2228,1615,26736,2532,30378,1423,8.21,0.88,1.7,63.5,844,695,10,238,70,1284,1.26,31.2,numbeo
2020,Cardiff,Wales,city_large,362000,2358,1710,28296,2622,31461,1511,8.72,0.899,0.9,63.8,905,676,10,227,68,1252,1.37,28.7,numbeo
2021,Cardiff,Wales,city_large,362000,2289,1660,27468,2648,31772,1544,8.91,0.864,2.5,65.0,915,682,11,241,68,1294,1.28,29.8,numbeo
2022,Cardiff,Wales,city_large,362000,2545,1845,30540,2750,33000,1647,9.5,0.925,9.1,64.1,966,750,12,265,77,1423,1.3,29.5,numbeo
2023,Cardiff,Wales,city_large,362000,2575,1867,30900,2914,34963,1806,10.42,0.884,7.3,65.3,1085,855,12,280,80,1552,1.2,33.2,numbeo
2024,Cardiff,Wales,city_large,362000,2821,2045,33852,3119,37430,1983,11.44,0.904,2.6,64.6,1085,879,12,287,87,1593,1.28,31.2,numbeo
2010,Swansea,Wales,city_medium,246000,1891,1371,22692,2157,25879,1028,5.93,0.877,3.3,55.2,565,442,8,180,48,897,1.53,23.4,ons_modeled
2011,Swansea,Wales,city_medium,246000,1900,1378,22800,2183,26200,1054,6.08,0.87,4.5,56.0,574,458,8,180,49,917,1.5,24.1,ons_modeled
2012,Swansea,Wales,city_medium,246000,1930,1399,23160,2208,26500,1073,6.19,0.874,2.8,55.2,604,492,9,185,50,979,1.43,25.5,ons_modeled
2013,Swansea,Wales,city_medium,246000,2010,1457,24120,2250,27000,1094,6.31,0.893,2.6,56.2,655,514,9,192,52,1011,1.44,25.6,ons_modeled
2014,Swansea,Wales,city_medium,246000,2055,1490,24660,2267,27200,1127,6.5,0.906,1.5,55.7,642,493,9,200,54,1002,1.49,24.0,ons_modeled
2015,Swansea,Wales,city_medium,246000,2095,1519,25140,2304,27645,1161,6.7,0.909,0.1,56.7,657,514,9,202,55,1026,1.48,24.5,ons_modeled
2016,Swansea,Wales,city_medium,246000,2128,1543,25536,2350,28195,1248,7.2,0.906,0.7,57.0,637,517,9,201,52,1025,1.51,24.3,ons_modeled
2017,Swansea,Wales,city_medium,246000,2172,1575,26064,2413,28954,1300,7.5,0.9,2.7,56.6,650,510,9,209,56,1032,1.53,23.5,ons_modeled
2018,Swansea,Wales,city_medium,246000,2195,1591,26340,2463,29559,1357,7.83,0.891,2.5,56.5,695,547,9,202,56,1064,1.5,24.9,ons_modeled
2019,Swansea,Wales,city_medium,246000,2346,1701,28152,2532,30378,1423,8.21,0.927,1.7,57.3,694,557,10,216,56,1110,1.53,23.7,ons_modeled
2020,Swansea,Wales,city_medium,246000,2303,1670,27636,2622,31461,1511,8.72,0.878,0.9,56.8,717,526,10,215,57,1079,1.55,22.8,ons_modeled
2021,Swansea,Wales,city_medium,246000,2360,1711,28320,2648,31772,1544,8.91,0.891,2.5,57.4,692,566,10,216,59,1124,1.52,24.0,ons_modeled
2022,Swansea,Wales,city_medium,246000,2413,1749,28956,2750,33000,1647,9.5,0.877,9.1,57.2,767,632,11,241,66,1250,1.4,26.2,ons_modeled
2023,Swansea,Wales,city_medium,246000,2702,1959,32424,2914,34963,1806,10.42,0.927,7.3,57.4,844,643,11,249,68,1277,1.53,23.8,ons_modeled
2024,Swansea,Wales,city_medium,246000,2713,1967,32556,3119,37430,1983,11.44,0.87,2.6,58.7,824,696,12,257,74,1367,1.44,25.7,ons_modeled
2010,Newport,Wales,city_medium,158000,1879,1362,22548,2157,25879,1028,5.93,0.871,3.3,55.6,544,441,8,171,47,886,1.54,23.5,ons_modeled
2011,Newport,Wales,city_medium,158000,1975,1432,23700,2183,26200,1054,6.08,0.905,4.5,55.6,607,478,9,190,48,966,1.48,24.2,ons_modeled
2012,Newport,Wales,city_medium,158000,1943,1409,23316,2208,26500,1073,6.19,0.88,2.8,55.4,611,503,8,185,50,970,1.45,25.9,ons_modeled
2013,Newport,Wales,city_medium,158000,1972,1430,23664,2250,27000,1094,6.31,0.876,2.6,56.5,650,506,9,191,51,1001,1.43,25.7,ons_modeled
2014,Newport,Wales,city_medium,158000,2050,1486,24600,2267,27200,1127,6.5,0.904,1.5,56.7,665,488,9,199,56,998,1.49,23.8,ons_modeled
2015,Newport,Wales,city_medium,158000,2022,1466,24264,2304,27645,1161,6.7,0.878,0.1,55.8,645,509,9,203,56,1023,1.43,25.2,ons_modeled
2016,Newport,Wales,city_medium,158000,2032,1473,24384,2350,28195,1248,7.2,0.865,0.7,56.6,659,528,9,205,53,1041,1.41,26.0,ons_modeled
2017,Newport,Wales,city_medium,158000,2137,1549,25644,2413,28954,1300,7.5,0.886,2.7,57.2,674,524,9,210,54,1045,1.48,24.5,ons_modeled
2018,Newport,Wales,city_medium,158000,2170,1573,26040,2463,29559,1357,7.83,0.881,2.5,56.8,698,547,10,203,55,1084,1.45,25.2,ons_modeled
2019,Newport,Wales,city_medium,158000,2321,1683,27852,2532,30378,1423,8.21,0.917,1.7,57.5,662,550,9,210,59,1080,1.56,23.7,ons_modeled
2020,Newport,Wales,city_medium,158000,2330,1689,27960,2622,31461,1511,8.72,0.889,0.9,56.6,704,538,10,207,61,1087,1.55,23.1,ons_modeled
2021,Newport,Wales,city_medium,158000,2361,1712,28332,2648,31772,1544,8.91,0.892,2.5,57.4,708,562,10,224,60,1129,1.52,23.8,ons_modeled
2022,Newport,Wales,city_medium,158000,2404,1743,28848,2750,33000,1647,9.5,0.874,9.1,57.3,782,590,11,245,63,1209,1.44,24.5,ons_modeled
2023,Newport,Wales,city_medium,158000,2649,1921,31788,2914,34963,1806,10.42,0.909,7.3,57.3,869,665,12,253,73,1328,1.45,25.1,ons_modeled
2024,Newport,Wales,city_medium,158000,2833,2054,33996,3119,37430,1983,11.44,0.908,2.6,58.0,889,649,12,257,74,1320,1.56,22.9,ons_modeled
2010,Wrexham,Wales,city_small,65000,1827,1325,21924,2157,25879,1028,5.93,0.847,3.3,48.8,509,416,7,160,39,822,1.61,22.8,ons_modeled
2011,Wrexham,Wales,city_small,65000,1799,1304,21588,2183,26200,1054,6.08,0.824,4.5,49.3,535,438,7,176,42,866,1.51,24.3,ons_modeled
2012,Wrexham,Wales,city_small,65000,1827,1325,21924,2208,26500,1073,6.19,0.827,2.8,48.8,545,416,8,182,43,873,1.52,22.8,ons_modeled
2013,Wrexham,Wales,city_small,65000,1863,1351,22356,2250,27000,1094,6.31,0.828,2.6,49.9,561,441,8,180,44,898,1.5,23.7,ons_modeled
2014,Wrexham,Wales,city_small,65000,1839,1333,22068,2267,27200,1127,6.5,0.811,1.5,48.7,543,435,9,181,44,915,1.46,23.7,ons_modeled
2015,Wrexham,Wales,city_small,65000,2002,1451,24024,2304,27645,1161,6.7,0.869,0.1,49.8,560,435,8,187,43,900,1.61,21.7,ons_modeled
2016,Wrexham,Wales,city_small,65000,1940,1406,23280,2350,28195,1248,7.2,0.826,0.7,49.9,552,463,8,179,45,922,1.52,23.9,ons_modeled
2017,Wrexham,Wales,city_small,65000,2087,1513,25044,2413,28954,1300,7.5,0.865,2.7,49.3,572,457,8,193,46,933,1.62,21.9,ons_modeled
2018,Wrexham,Wales,city_small,65000,2060,1494,24720,2463,29559,1357,7.83,0.836,2.5,49.7,611,474,8,199,48,960,1.56,23.0,ons_modeled
2019,Wrexham,Wales,city_small,65000,2152,1560,25824,2532,30378,1423,8.21,0.85,1.7,50.0,628,486,8,204,46,977,1.6,22.6,ons_modeled
2020,Wrexham,Wales,city_small,65000,2285,1657,27420,2622,31461,1511,8.72,0.871,0.9,49.9,591,485,9,200,48,994,1.67,21.2,ons_modeled
2021,Wrexham,Wales,city_small,65000,2302,1669,27624,2648,31772,1544,8.91,0.869,2.5,50.6,633,518,9,198,49,1028,1.62,22.5,ons_modeled
2022,Wrexham,Wales,city_small,65000,2389,1732,28668,2750,33000,1647,9.5,0.869,9.1,51.3,685,570,10,222,54,1137,1.52,23.9,ons_modeled
2023,Wrexham,Wales,city_small,65000,2410,1747,28920,2914,34963,1806,10.42,0.827,7.3,50.9,703,588,10,230,59,1174,1.49,24.4,ons_modeled
2024,Wrexham,Wales,city_small,65000,2636,1911,31632,3119,37430,1983,11.44,0.845,2.6,51.3,782,605,11,245,59,1229,1.55,23.0,ons_modeled
2010,Rhondda,Wales,city_small,59000,1785,1294,21420,2157,25879,1028,5.93,0.828,3.3,49.3,490,408,8,162,39,836,1.55,22.9,ons_modeled
2011,Rhondda,Wales,city_small,59000,1858,1347,22296,2183,26200,1054,6.08,0.851,4.5,49.3,533,398,8,168,41,837,1.61,21.4,ons_modeled
2012,Rhondda,Wales,city_small,59000,1822,1321,21864,2208,26500,1073,6.19,0.825,2.8,49.7,552,430,8,179,42,883,1.5,23.6,ons_modeled
2013,Rhondda,Wales,city_small,59000,1914,1388,22968,2250,27000,1094,6.31,0.851,2.6,49.3,555,446,8,185,44,908,1.53,23.3,ons_modeled
2014,Rhondda,Wales,city_small,59000,1932,1401,23184,2267,27200,1127,6.5,0.852,1.5,48.9,535,456,9,178,45,934,1.5,23.6,ons_modeled
2015,Rhondda,Wales,city_small,59000,1878,1362,22536,2304,27645,1161,6.7,0.815,0.1,50.0,574,449,8,177,46,907,1.5,23.9,ons_modeled
2016,Rhondda,Wales,city_small,59000,1935,1403,23220,2350,28195,1248,7.2,0.823,0.7,50.2,591,463,8,181,45,924,1.52,23.9,ons_modeled
2017,Rhondda,Wales,city_small,59000,1961,1422,23532,2413,28954,1300,7.5,0.813,2.7,50.0,562,462,9,190,45,954,1.49,23.6,ons_modeled
2018,Rhondda,Wales,city_small,59000,2076,1505,24912,2463,29559,1357,7.83,0.843,2.5,49.8,598,466,9,198,47,970,1.55,22.4,ons_modeled
2019,Rhondda,Wales,city_small,59000,2170,1573,26040,2532,30378,1423,8.21,0.857,1.7,50.0,574,470,9,205,49,985,1.6,21.7,ons_modeled
2020,Rhondda,Wales,city_small,59000,2145,1555,25740,2622,31461,1511,8.72,0.818,0.9,49.9,611,465,9,198,49,973,1.6,21.7,ons_modeled
2021,Rhondda,Wales,city_small,59000,2260,1638,27120,2648,31772,1544,8.91,0.853,2.5,50.4,625,487,9,209,49,1008,1.62,21.5,ons_modeled
2022,Rhondda,Wales,city_small,59000,2392,1734,28704,2750,33000,1647,9.5,0.87,9.1,50.1,694,570,10,229,56,1146,1.51,23.8,ons_modeled
2023,Rhondda,Wales,city_small,59000,2426,1759,29112,2914,34963,1806,10.42,0.833,7.3,50.2,712,557,10,237,58,1149,1.53,23.0,ons_modeled
2024,Rhondda,Wales,city_small,59000,2561,1857,30732,3119,37430,1983,11.44,0.821,2.6,51.6,731,608,11,245,62,1235,1.5,23.7,ons_modeled
2010,Belfast,Northern Ireland,city_large,345000,2031,1472,24372,2157,25879,1028,5.93,0.942,3.3,64.0,705,594,8,196,56,1073,1.37,29.2,ons_modeled
2011,Belfast,Northern Ireland,city_large,345000,2089,1515,25068,2183,26200,1054,6.08,0.957,4.5,63.1,792,588,9,201,62,1101,1.38,28.1,ons_modeled
2012,Belfast,Northern Ireland,city_large,345000,2125,1541,25500,2208,26500,1073,6.19,0.962,2.8,63.5,758,631,10,204,61,1168,1.32,29.7,ons_modeled
2013,Belfast,Northern Ireland,city_large,345000,2127,1542,25524,2250,27000,1094,6.31,0.945,2.6,64.1,824,638,10,210,63,1184,1.3,30.0,ons_modeled
2014,Belfast,Northern Ireland,city_large,345000,2216,1607,26592,2267,27200,1127,6.5,0.978,1.5,64.1,801,623,9,220,61,1159,1.39,28.1,ons_modeled
2015,Belfast,Northern Ireland,city_large,345000,2225,1613,26700,2304,27645,1161,6.7,0.966,0.1,64.8,838,642,9,220,65,1182,1.36,28.9,ons_modeled
2016,Belfast,Northern Ireland,city_large,345000,2234,1620,26808,2350,28195,1248,7.2,0.951,0.7,65.6,787,613,10,211,62,1161,1.4,27.4,ons_modeled
2017,Belfast,Northern Ireland,city_large,345000,2277,1651,27324,2413,28954,1300,7.5,0.944,2.7,64.9,869,627,10,219,65,1188,1.39,27.5,ons_modeled
2018,Belfast,Northern Ireland,city_large,345000,2306,1672,27672,2463,29559,1357,7.83,0.936,2.5,65.8,858,682,10,236,68,1265,1.32,29.6,ons_modeled
2019,Belfast,Northern Ireland,city_large,345000,2459,1783,29508,2532,30378,1423,8.21,0.971,1.7,65.7,872,686,11,239,70,1296,1.38,27.9,ons_modeled
2020,Belfast,Northern Ireland,city_large,345000,2450,1776,29400,2622,31461,1511,8.72,0.934,0.9,65.4,878,690,11,229,68,1288,1.38,28.2,ons_modeled
2021,Belfast,Northern Ireland,city_large,345000,2505,1816,30060,2648,31772,1544,8.91,0.946,2.5,65.6,921,682,10,244,73,1282,1.42,27.2,ons_modeled
2022,Belfast,Northern Ireland,city_large,345000,2728,1978,32736,2750,33000,1647,9.5,0.992,9.1,66.9,994,802,11,262,80,1455,1.36,29.4,ons_modeled
2023,Belfast,Northern Ireland,city_large,345000,2781,2016,33372,2914,34963,1806,10.42,0.954,7.3,67.2,1073,829,13,273,84,1543,1.31,29.8,ons_modeled
2024,Belfast,Northern Ireland,city_large,345000,2933,2126,35196,3119,37430,1983,11.44,0.94,2.6,67.3,1083,870,14,286,84,1620,1.31,29.7,ons_modeled
2010,Londonderry,Northern Ireland,city_medium,83000,1829,1326,21948,2157,25879,1028,5.93,0.848,3.3,54.7,567,476,8,178,49,930,1.43,26.0,ons_modeled
2011,Londonderry,Northern Ireland,city_medium,83000,1913,1387,22956,2183,26200,1054,6.08,0.876,4.5,55.2,586,471,8,181,50,932,1.49,24.6,ons_modeled
2012,Londonderry,Northern Ireland,city_medium,83000,1947,1412,23364,2208,26500,1073,6.19,0.882,2.8,56.2,617,501,9,185,51,989,1.43,25.7,ons_modeled
2013,Londonderry,Northern Ireland,city_medium,83000,1989,1442,23868,2250,27000,1094,6.31,0.884,2.6,56.0,653,498,9,198,53,1002,1.44,25.0,ons_modeled
